address.administrative_area,address.country,address.locality,address.postal_code,address.street,field_office.address.administrative_area,field_office.address.country,field_office.address.locality,field_office.address.postal_code,field_office.address.street,field_office.aor,field_office.email,field_office.field_office,field_office.id,field_office.name,field_office.phone,facility_type.id,facility_type.description,facility_type.expanded_name,inspection.last_type,inspection.last_date,inspection.last_rating,image_url,osm.latitude,osm.longitude,osm.url,name,page_updated_date,phone,population.avg_stay_length,population.female.allowed,population.female.criminal,population.female.non_criminal,population.male.allowed,population.male.criminal,population.male.non_criminal,population.housing.mandatory,population.housing.guaranteed_min,population.ice_threat_level.level_1,population.ice_threat_level.level_2,population.ice_threat_level.level_3,population.ice_threat_level.none,population.security_threat.low,population.security_threat.medium_low,population.security_threat.medium_high,population.security_threat.high,population.total,vera_id,wikipedia.page_url,wikidata.page_url
TN,"",COOKEVILLE,38501,421 E SPRING ST,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",36.1623886,36.1623886,https://www.openstreetmap.org/?mlat=36.1623886&mlon=-85.4997057&zoom=15,PUTNAM COUNTY SHERIFF,,"",3,false,0,0,true,6,15,10, ,0,0,0,20,11,5,3,1,21,"","",https://www.wikidata.org/wiki/Q131743410
VA,"",STAFFORD,22554,1745 JEFFERSON DAVIS HIGHWAY,VA,United States,Chantilly,20598-5216,14797 Murdock Street Mail Stop 5216,District of Columbia and Virginia,Washington.Outreach@ice.dhs.gov,Washington Field Office,WAS,Chantilly - ERO,(703) 633-2100,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",38.4222681,38.4222681,https://www.openstreetmap.org/?mlat=38.4222681&mlon=-77.4084067&zoom=15,RAPPAHANNOCK REGIONAL JAIL,,"",1,true,0,0,true,0,0,0, ,0,0,0,1,1,0,0,0,0,"",https://en.wikipedia.org/wiki/Warsaw%2C_Virginia,""
LA,United States,Monroe,71202,180 Pine Bayou Circle,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2024-11-07 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/richwood.jpg,32.5025471,32.5025471,https://www.openstreetmap.org/?mlat=32.5025471&mlon=-92.1162190&zoom=15,RICHWOOD CORRECTIONAL CENTER,2025-02-10T10:39:44.000000+0000,"",53,true,50,691,true,80,274,695,677,49,29,53,963,878,130,51,34,1095,"",https://en.wikipedia.org/wiki/Kseniia_Petrova,""
TX,United States,Laredo,78046,1001 San Rio Boulevard,TX,United States,Harlingen,78552,1717 Zoy Street,South Texas,Harlingen.Outreach@ice.dhs.gov,Harlingen Field Office,HLG,Harlingen - ERO,(956) 389-7884,USMS CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,United States Marshals Service Contract Detention Facility,Office of Detention Oversight,2025-01-09 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/sa-rg.jpg,27.5075005,27.5075005,https://www.openstreetmap.org/?mlat=27.5075005&mlon=-99.5069922&zoom=15,RIO GRANDE DETENTION CENTER,2025-02-10T14:18:07.000000+0000,"",88,false,0,0,true,56,530,272,275,3,18,41,523,536,49,1,0,586,"",https://en.wikipedia.org/wiki/Rio_Grande_Detention_Center,https://www.wikidata.org/wiki/Q28446259
LA,United States,Ferriday,71334,26362 Highway 15,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2024-11-21 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/riverCC_1.jpg,31.6301664,31.6301664,https://www.openstreetmap.org/?mlat=31.6301664&mlon=-91.5545649&zoom=15,RIVER CORRECTIONAL CENTER,2025-02-10T10:40:12.000000+0000,"",159,false,0,1,true,58,540,333,361,7,16,37,539,490,84,23,4,599,"",https://en.wikipedia.org/wiki/Big_Muddy_River_Correctional_Center,""
VA,"",HOPEWELL,23860,1000 RIVER ROAD,VA,United States,Chantilly,20598-5216,14797 Murdock Street Mail Stop 5216,District of Columbia and Virginia,Washington.Outreach@ice.dhs.gov,Washington Field Office,WAS,Chantilly - ERO,(703) 633-2100,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",37.3043154,37.3043154,https://www.openstreetmap.org/?mlat=37.3043154&mlon=-77.2872001&zoom=15,RIVERSIDE REGIONAL JAIL,,"",4,true,0,1,true,13,77,39, ,0,0,0,90,32,50,5,3,91,"",https://en.wikipedia.org/wiki/List_of_California_county_jails,""
VA,"",ROANOKE,24016,340 CAMPBELL AVENUE SOUTHWEST,VA,United States,Chantilly,20598-5216,14797 Murdock Street Mail Stop 5216,District of Columbia and Virginia,Washington.Outreach@ice.dhs.gov,Washington Field Office,WAS,Chantilly - ERO,(703) 633-2100,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",37.2709730,37.2709730,https://www.openstreetmap.org/?mlat=37.2709730&mlon=-79.9414313&zoom=15,ROANOKE CITY JAIL,,"",2,true,0,0,true,0,1,0, ,0,0,0,2,1,0,0,0,1,"",https://en.wikipedia.org/wiki/Salem%2C_Virginia,""
GA,"",LOVEJOY,30250,11866 Hastings Bridge Road,GA,United States,Atlanta,30303,180 Ted Turner Dr. SW Suite 522,"Georgia, North Carolina, South Carolina",Atlanta.Outreach@ice.dhs.gov,Atlanta Field Office,ATL,Atlanta - ERO,(404) 893-1290,USMS CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,United States Marshals Service Contract Detention Facility,Office of Detention Oversight,,Pass,"",33.4362245,33.4362245,https://www.openstreetmap.org/?mlat=33.4362245&mlon=-84.3143675&zoom=15,ROBERT A DEYTON DETENTION FACILITY,,"",3,true,0,0,true,3,6,3, ,0,0,0,9,3,4,1,1,9,"","",""
VA,"",HARRISONBURG,22801,25 SOUTH LIBERTY STREET,VA,United States,Chantilly,20598-5216,14797 Murdock Street Mail Stop 5216,District of Columbia and Virginia,Washington.Outreach@ice.dhs.gov,Washington Field Office,WAS,Chantilly - ERO,(703) 633-2100,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",38.4493315,38.4493315,https://www.openstreetmap.org/?mlat=38.4493315&mlon=-78.8688833&zoom=15,ROCKINGHAM COUNTY JAIL,,"",2,true,0,0,true,0,1,1, ,0,0,0,2,1,0,1,0,1,"",https://en.wikipedia.org/wiki/Brendan_DuBois,https://www.wikidata.org/wiki/Q105427173
MP,United States,"Susupe, Saipan",96950,Vicente T Seman Bldg Civic Center,CA,United States,San Francisco,94111,630 Sansome Street Rm 590,"Northern California, Hawaii, Guam, Saipan",SanFrancisco.Outreach@ice.dhs.gov,San Francisco Field Office,SFR,San Francisco - ERO,(415) 365-8800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2025-04-11 00:00:00,Pass,https://www.ice.gov/assets/pages/detention/facilities/cnmi.png,15.1576997,15.1576997,https://www.openstreetmap.org/?mlat=15.1576997&mlon=145.7098572&zoom=15,SAIPAN DEPARTMENT OF CORRECTIONS (SUSUPE),2025-07-24T10:02:46.000000+0000,"",34,true,1,2,true,4,15,15, ,5,1,0,16,4,13,5,0,22,"",https://en.wikipedia.org/wiki/Northern_Mariana_Islands_Department_of_Public_Safety,""
CA,"",SAN DIEGO,92101,US INS DETENTION & DEPORTATION,CA,United States,San Diego,92101,880 Front Street #2242,San Diego and Imperial County,SanDiego.Outreach@ice.dhs.gov,San Diego Field Office,SND,San Diego - ERO,(619) 436-0410,STAGING,,, , , ,"",32.7174202,32.7174202,https://www.openstreetmap.org/?mlat=32.7174202&mlon=-117.1627720&zoom=15,SAN DIEGO DISTRICT STAGING,,"",1,true,0,2,true,5,8,9, ,1,1,1,13,7,8,1,0,15,"",https://en.wikipedia.org/wiki/Barry_Minkow,""
PR,"",GUAYNABO,00965,651 FEDERAL DRIVE SUITE 104,FL,United States,Miramar,33027,2805 SW 145th Ave,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,Miramar Sub Office,MIA,Miramar - ERO,(954) 843-5800,STAGING,,, , , ,"",18.3591596,18.3591596,https://www.openstreetmap.org/?mlat=18.3591596&mlon=-66.1156802&zoom=15,SAN JUAN STAGING,,"",4,true,0,2,true,2,20,14,100,0,0,0,25,16,5,2,1,24,"","",""
AZ,United States,San Luis,85349,406 North Avenue D,CA,United States,San Diego,92101,880 Front Street #2242,San Diego and Imperial County,SanDiego.Outreach@ice.dhs.gov,San Diego Field Office,SND,San Diego - ERO,(619) 436-0410,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2024-04-25 00:00:00,Pass,https://www.ice.gov/assets/pages/detention/facilities/sanLuisDetCntr.jpg,32.4990537,32.4990537,https://www.openstreetmap.org/?mlat=32.4990537&mlon=-114.7748106&zoom=15,SAN LUIS REGIONAL DETENTION CENTER,2025-02-10T13:54:02.000000+0000,"",34,true,3,64,true,76,229,183,100,44,11,14,304,268,41,27,36,372,"",https://en.wikipedia.org/wiki/San_Luis%2C_Arizona,""
NE,"",PAPILLION,68046,1208 GOLDEN GATE DRIVE,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",41.1544433,41.1544433,https://www.openstreetmap.org/?mlat=41.1544433&mlon=-96.0422378&zoom=15,SARPY COUNTY JAIL,,"",46,true,1,1,true,13,6,12, ,4,2,2,13,3,6,6,6,21,"",https://en.wikipedia.org/wiki/Franky_Carrillo,""
WI,"",BARABOO,53913,1300 LANGE CT,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",43.4704014,43.4704014,https://www.openstreetmap.org/?mlat=43.4704014&mlon=-89.7437844&zoom=15,SAUK COUNTY SHERIFF,,"",9,true,0,0,true,4,13,6, ,0,1,1,16,7,1,7,3,17,"","",""
IA,"",DAVENPORT,52801,416 W 4TH ST,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",41.5235808,41.5235808,https://www.openstreetmap.org/?mlat=41.5235808&mlon=-90.5770967&zoom=15,SCOTT COUNTY DET. FACILITY,,"",1,true,0,0,true,1,0,1, ,0,0,0,1,0,0,0,1,1,"","",""
AR,"",FORT SMITH,72901,801 SOUTH A STREET,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2025-06-12 00:00:00,Pass,"",35.3880338,35.3880338,https://www.openstreetmap.org/?mlat=35.3880338&mlon=-94.4265011&zoom=15,SEBASTIAN COUNTY DETENTION CENTER,,"",2,true,0,0,true,1,2,2, ,0,0,0,3,2,0,0,0,3,"",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
OH,United States,Tiffin,44883,3040 SOUTH STATE HIGHWAY 100,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,Detroit Field Office,DET,Detroit - ERO,(313) 771-6601,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2024-10-31 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/senecoh_0.jpg,41.1144850,41.1144850,https://www.openstreetmap.org/?mlat=41.1144850&mlon=-83.1779537&zoom=15,SENECA COUNTY JAIL,2025-10-01T07:27:52.000000+0000,"",59,true,0,4,true,15,43,30, ,0,1,8,54,38,12,9,4,62,"",https://en.wikipedia.org/wiki/Seneca_Women%27s_Encampment_for_a_Future_of_Peace_and_Justice,""
MN,United States,Elk River,55330,13880 Business Center Drive,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-05-02 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/sherbmn.jpg,45.3038538,45.3038538,https://www.openstreetmap.org/?mlat=45.3038538&mlon=-93.5671825&zoom=15,SHERBURNE COUNTY JAIL,2025-02-10T13:57:31.000000+0000,"",31,false,4,2,true,35,58,66, ,14,6,7,72,25,23,38,13,99,"",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
IA,"",ORANGE CITY,51041,4363 IRONWOOD AVENUE,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",43.0072424,43.0072424,https://www.openstreetmap.org/?mlat=43.0072424&mlon=-96.0583138&zoom=15,SIOUX COUNTY JAIL,,"",14,true,0,0,true,6,3,7, ,0,1,1,7,3,1,1,4,9,"",https://en.wikipedia.org/wiki/Fort_Peck_Indian_Reservation,""
WV,"",CHARLESTON,25309,1001 CENTER WAY,PA,United States,Philadelphia,19107,114 North 8th Street,"Delaware, Pennsylvania, West Virginia",Philadelphia.Outreach@ice.dhs.gov,Philadelphia Field Office,PHI,Philadelphia - ERO,(215) 656-7164,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2024-09-26 00:00:00,Pass,"",38.3505995,38.3505995,https://www.openstreetmap.org/?mlat=38.3505995&mlon=-81.6332812&zoom=15,SOUTH CENTRAL REGIONAL JAIL,,"",14,false,0,1,true,5,13,7, ,1,1,1,17,3,10,5,2,19,"",https://en.wikipedia.org/wiki/West_Virginia_Division_of_Corrections_and_Rehabilitation,""
LA,United States,Basile,70515,3843 Stagg Avenue,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,2025-03-06 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/southLouisianaIPC.jpg,30.4849348,30.4849348,https://www.openstreetmap.org/?mlat=30.4849348&mlon=-92.5993935&zoom=15,SOUTH LOUISIANA ICE PROCESSING CENTER,2025-02-10T13:57:54.000000+0000,"",21,true,153,812,true,7,11,551,700,79,35,45,824,605,127,200,51,983,"",https://en.wikipedia.org/wiki/South_Louisiana_ICE_Processing_Center,""
TX,United States,Pearsall,78061,566 Veterans Drive,TX,United States,San Antonio,78217,1777 NE Loop 410 Floor 15,Central Texas,SanAntonio.Outreach@ice.dhs.gov,San Antonio Field Office,SNA,San Antonio - ERO,(210) 283-4750,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2025-02-06 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/stcdftx.jpg,28.8921939,28.8921939,https://www.openstreetmap.org/?mlat=28.8921939&mlon=-99.0950330&zoom=15,SOUTH TEXAS ICE PROCESSING CENTER,2025-07-25T10:09:07.000000+0000,"",71,true,54,109,true,549,1043,1037,1350,169,101,342,1143,965,343,300,148,1755,"",https://en.wikipedia.org/wiki/South_Texas_Detention_Facility,""
MI,United States,Port Huron,48060,1170 Michigan Road,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,Detroit Field Office,DET,Detroit - ERO,(313) 771-6601,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2024-04-04 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/dfStClair.jpg,42.9760854,42.9760854,https://www.openstreetmap.org/?mlat=42.9760854&mlon=-82.4333742&zoom=15,ST. CLAIR COUNTY JAIL,2025-03-24T10:27:37.000000+0000,"",67,false,0,0,true,10,29,24, ,3,1,4,32,28,7,2,3,39,"",https://en.wikipedia.org/wiki/Thelma_Mothershed-Wair,""
MO,United States,Ste. Genevieve,63670,5 BASLER DR,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,https://www.ice.gov/sites/default/files/images/detFacGenevieve.png,37.8895800,37.8895800,https://www.openstreetmap.org/?mlat=37.8895800&mlon=-90.1856637&zoom=15,STE. GENEVIEVE COUNTY SHERIFF/JAIL,2025-08-26T12:37:07.000000+0000,"",21,true,1,6,true,14,62,48, ,1,3,3,76,57,8,14,5,83,"",https://en.wikipedia.org/wiki/Missouri_State_Highway_Patrol,""
GA,United States,Lumpkin,31815,146 CCA Road,GA,United States,Atlanta,30303,180 Ted Turner Dr. SW Suite 522,"Georgia, North Carolina, South Carolina",Atlanta.Outreach@ice.dhs.gov,Atlanta Field Office,ATL,Atlanta - ERO,(404) 893-1290,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,2025-03-20 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/stwrtga.jpg,32.0509895,32.0509895,https://www.openstreetmap.org/?mlat=32.0509895&mlon=-84.7990901&zoom=15,STEWART DETENTION CENTER,2025-10-23T10:50:05.000000+0000,"",68,true,71,242,true,702,1080,1354,1600,317,211,199,1368,886,563,348,298,2095,"",https://en.wikipedia.org/wiki/Stewart_Detention_Center,https://www.wikidata.org/wiki/Q28446279
NH,United States,Dover,03820,266 County Farm Road,MA,United States,Burlington,01803,1000 District Avenue,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",Boston.Outreach@ice.dhs.gov,Boston Field Office,BOS,Burlington - ERO,(781) 359-7500,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2025-03-27 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/boston-strafford.jpg,43.1981117,43.1981117,https://www.openstreetmap.org/?mlat=43.1981117&mlon=-70.8739761&zoom=15,STRAFFORD COUNTY CORRECTIONS,2025-02-10T14:09:44.000000+0000,"",56,true,2,22,true,40,76,56, ,19,11,9,101,37,3,59,40,140,"",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
WY,United States,Rock Springs,82935,50140 UNITED STATES HIGHWAY 191 SOUTH,CO,United States,Centennial,80111,12445 E. Caley Avenue,"Colorado, Wyoming",Denver.Outreach@ice.dhs.gov,Denver Field Office,DEN,Centennial - ERO,(720) 873-2899,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,OASIP,2025-05-08 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detFacSweetwater.png,41.5860557,41.5860557,https://www.openstreetmap.org/?mlat=41.5860557&mlon=-109.2194544&zoom=15,SWEETWATER COUNTY JAIL,2025-02-10T14:15:06.000000+0000,"",10,true,0,0,true,5,4,7, ,3,0,1,5,2,3,4,0,9,"",https://en.wikipedia.org/wiki/Battle_of_Athens_%281946%29,""
TX,United States,Taylor,76574,1001 Welch Street,TX,United States,San Antonio,78217,1777 NE Loop 410 Floor 15,Central Texas,SanAntonio.Outreach@ice.dhs.gov,San Antonio Field Office,SNA,San Antonio - ERO,(210) 283-4750,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2024-12-19 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/ccahutx.jpg,30.5728854,30.5728854,https://www.openstreetmap.org/?mlat=30.5728854&mlon=-97.4141053&zoom=15,T DON HUTTO DETENTION CENTER,2025-02-10T14:06:31.000000+0000,"",25,false,0,0,true,145,296,220,461,63,49,55,274,234,48,102,56,441,"",https://en.wikipedia.org/wiki/T._Don_Hutto_Residential_Center,""
UT,"",TOOELE,84074,47 SOUTH MAIN STREET,UT,United States,West Valley City,84119-6096,2975 Decker Lake Drive Suite 100,"Utah, Idaho, Montana, Nevada",SaltLakeCity.Outreach@ice.dhs.gov,Salt Lake City Field Office,SLC,West Valley City - ERO,(801) 736-1200,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2024-12-05 00:00:00,Pass,"",40.5307776,40.5307776,https://www.openstreetmap.org/?mlat=40.5307776&mlon=-112.2982800&zoom=15,TOOELE COUNTY JAIL,,"",3,true,0,1,true,3,5,5, ,0,0,0,9,3,4,1,1,9,"",https://en.wikipedia.org/wiki/Stockton_Jail,""
NM,United States,Estancia,87016,209 County Road 49,TX,United States,El Paso,79936,11541 Montana Ave Suite E,"West Texas, New Mexico",ElPaso.Outreach@ice.dhs.gov,El Paso Field Office,ELP,El Paso - ERO,(915) 225-1901,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2024-10-24 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/dfTorrance.jpg,34.7583935,34.7583935,https://www.openstreetmap.org/?mlat=34.7583935&mlon=-106.0558500&zoom=15,"TORRANCE/ESTANCIA, NM",2025-11-03T02:16:03.000000+0000,"",32,false,0,2,true,64,416,192,505,8,9,35,431,381,102,0,0,482,"",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
OK,"",TULSA,74103,300 NORTH DENVER AVENUE,TX,United States,Dallas,75247,8101 N. Stemmons Frwy,"North Texas, Oklahoma",Dallas.Outreach@ice.dhs.gov,Dallas Field Office,DAL,Dallas - ERO,(972) 367-2200,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2024-09-19 00:00:00,Pass,"",36.1563122,36.1563122,https://www.openstreetmap.org/?mlat=36.1563122&mlon=-95.9927516&zoom=15,TULSA COUNTY JAIL (DAVID L. MOSS JUSTICE CTR),,"",12,true,1,9,true,9,40,16, ,2,1,0,55,46,7,4,2,59,"","",""
