address.administrative_area,address.country,address.locality,address.postal_code,address.street,field_office.address.administrative_area,field_office.address.country,field_office.address.locality,field_office.address.postal_code,field_office.address.street,field_office.aor,field_office.email,field_office.field_office,field_office.id,field_office.name,field_office.phone,facility_type.id,facility_type.description,facility_type.expanded_name,inspection.last_type,inspection.last_date,inspection.last_rating,image_url,osm.latitude,osm.longitude,osm.url,name,page_updated_date,phone,population.avg_stay_length,population.female.allowed,population.female.criminal,population.female.non_criminal,population.male.allowed,population.male.criminal,population.male.non_criminal,population.housing.mandatory,population.housing.guaranteed_min,population.ice_threat_level.level_1,population.ice_threat_level.level_2,population.ice_threat_level.level_3,population.ice_threat_level.none,population.security_threat.low,population.security_threat.medium_low,population.security_threat.medium_high,population.security_threat.high,population.total,vera_id,wikipedia.page_url,wikidata.page_url
SD,"",DEADWOOD,57732,80 SHERMAN STREET,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement, , , ,"",0,0,"",LAWRENCE COUNTY,,"", ,true,0,0,true,1,8,4, ,0,0,0,9,7,1,2,0,9,"","",""
KS,United States,Leavenworth,66048,1300 METROPOLITAN AVE,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,BOP,A facility operated by the Federal Bureau of Prisons,Federal Bureau of Prisons, , , ,https://www.ice.gov/sites/default/files/2025-08/detFacLeavenworth.jpg,0,0,"",LEAVENWORTH US PENITENTIARY,2025-08-20T04:03:43.000000+0000,"",57,false,0,0,true,45,12,52, ,28,5,6,18,14,6,14,23,57,"","",""
SC,"",LEXINGTON,29072,521 GIBSON ROAD,GA,United States,Atlanta,30303,180 Ted Turner Dr. SW Suite 522,"Georgia, North Carolina, South Carolina",Atlanta.Outreach@ice.dhs.gov,Atlanta Field Office,ATL,Atlanta - ERO,(404) 893-1290,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-08-08 00:00:00,Pass,"",0,0,"",LEXINGTON COUNTY JAIL,,"",1,true,0,1,true,2,3,2, ,0,0,0,6,2,2,1,1,6,"","",""
TX,United States,Groesbeck,76642,910 North Tyus Street,TX,United States,Houston,77060,126 Northpoint Drive,Southeast Texas,Houston.Outreach@ice.dhs.gov,Houston Field Office,HOU,Houston - ERO,(281) 774-4816,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2025-03-27 00:00:00,Pass,https://www.ice.gov/assets/pages/detention/facilities/limestoneCoDetCntr.jpg,0,0,"",LIMESTONE COUNTY DETENTION CENTER,2025-09-17T10:43:35.000000+0000,"",41,false,0,0,true,43,199,85, ,4,5,20,212,136,104,2,1,242,"","",""
NE,"",NORTH PLATTE,69101,3020 N JEFFERS,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",LINCOLN COUNTY JAIL,,"",22,true,3,2,true,10,7,10, ,1,5,1,14,3,2,11,5,22,"","",""
IA,"",CEDAR RAPIDS,52401,53 3RD AVENUE BRIDGE,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2023-09-28 00:00:00,Pass,"",0,0,"",LINN COUNTY JAIL,,"",48,true,2,4,true,19,19,29, ,5,1,4,34,10,20,9,4,44,"","",""
OK,"",GUTHRIE,73044,216 S BROAD ST,TX,United States,Dallas,75247,8101 N. Stemmons Frwy,"North Texas, Oklahoma",Dallas.Outreach@ice.dhs.gov,Dallas Field Office,DAL,Dallas - ERO,(972) 367-2200,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",LOGAN COUNTY JAIL,,"",4,true,0,0,true,1,5,2, ,0,0,0,6,4,1,0,0,6,"","",""
LA,"",ANGOLA,70712,18198 TUNICA TRACE BLDG E,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement, , , ,"",0,0,"",LOUISIANA ICE PROCESSING,,"",15,false,0,0,true,171,13,173,208,126,12,3,43,0,2,57,126,184,"","",""
TX,"",LUBBOCK,79401,811 MAIN STREET,TX,United States,Dallas,75247,8101 N. Stemmons Frwy,"North Texas, Oklahoma",Dallas.Outreach@ice.dhs.gov,Dallas Field Office,DAL,Dallas - ERO,(972) 367-2200,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2024-03-26 00:00:00,Pass,"",0,0,"",LUBBOCK COUNTY DETENTION CENTER,,"",1,true,0,0,true,1,3,2, ,0,0,0,3,2,1,0,0,4,"","",""
MS,"",CANTON,39046,2935 HIGHWAY 51,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-09-26 00:00:00,Pass,"",0,0,"",MADISON COUNTY JAIL,,"",2,true,0,2,true,3,7,8, ,0,0,0,12,7,2,1,2,12,"","",""
OH,United States,Youngstown,44503,110 Fifth Avenue,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,Detroit Field Office,DET,Detroit - ERO,(313) 771-6601,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,https://www.ice.gov/sites/default/files/images/detFacMahoning_0.jpg,0,0,"",MAHONING COUNTY JAIL,2025-05-06T04:26:48.000000+0000,"",16,true,4,34,true,9,46,45, ,2,6,4,81,73,13,5,2,93,"","",""
IN,"",INDIANAPOLIS,46203,695 JUSTICE WAY,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2023-12-31 00:00:00,Pass,"",0,0,"",MARION COUNTY JAIL,,"",36,true,1,0,true,10,60,34, ,0,2,4,65,50,13,4,3,71,"","",""
FL,"",STUART,34994,800 SOUTHEAST MONTEREY ROAD,FL,United States,Miramar,33027,2805 SW 145th Ave,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,Miramar Sub Office,MIA,Miramar - ERO,(954) 843-5800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",MARTIN COUNTY JAIL,,"",2,true,1,2,true,0,1,2, ,0,0,0,4,2,0,2,1,4,"","",""
NE,"",MCCOOK,69001,2309 N HIGHWAY 83,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement, , , ,"",0,0,"",MCCOOK DETENTION CENTER,,"", ,false,0,0,true,2,3,1, ,1,1,2,3,3,1,1,0,5,"","",""
CA,United States,Bakersfield,93301,425 Golden State Ave,CA,United States,San Francisco,94111,630 Sansome Street Rm 590,"Northern California, Hawaii, Guam, Saipan",SanFrancisco.Outreach@ice.dhs.gov,San Francisco Field Office,SFR,San Francisco - ERO,(415) 365-8800,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2025-04-17 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/dfMesaVerde.jpg,0,0,"",MESA VERDE ICE PROCESSING CENTER,2025-11-05T10:36:28.000000+0000,"",84,true,0,1,true,85,274,141,320,38,12,18,293,226,34,49,51,360,"","",""
IN,"",BUNKERHILL,46914,3038 WEST 850 SOUTH PO BOX 900,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement, , , ,"",0,0,"",MIAMI CORRECTIONAL CENTER,,"", ,false,0,0,true,115,62,109, ,69,25,14,69,1,0,94,81,177,"","",""
FL,United States,Miami,33132,33 NE 4th Street,FL,United States,Miramar,33027,2805 SW 145th Ave,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,Miramar Sub Office,MIA,Miramar - ERO,(954) 843-5800,BOP,A facility operated by the Federal Bureau of Prisons,Federal Bureau of Prisons, , , ,https://www.ice.gov/sites/default/files/2025-04/MIM_lrg.jpg,0,0,"",MIAMI FEDERAL DETENTION,2025-05-06T04:26:34.000000+0000,"",49,true,0,1,true,229,236,203, ,100,52,30,284,54,28,234,149,466,"","",""
AR,"",TEXARKANA,71854,2300 EAST STREET,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2024-03-11 00:00:00,Pass,"",0,0,"",MILLER COUNTY JAIL,,"",2,true,0,0,true,1,3,2, ,0,0,0,4,2,1,1,0,4,"","",""
ID,"",BURLEY,83318,1415 ALBION AVENUE,UT,United States,West Valley City,84119-6096,2975 Decker Lake Drive Suite 100,"Utah, Idaho, Montana, Nevada",SaltLakeCity.Outreach@ice.dhs.gov,Salt Lake City Field Office,SLC,West Valley City - ERO,(801) 736-1200,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-07-25 00:00:00,Fail,"",0,0,"",MINICASSIA DETENTION CENTER,,"",3,true,0,0,true,2,3,1, ,0,0,1,4,3,1,0,0,5,"","",""
SD,"",SIOUX FALLS,57104,500 NORTH MINNESOTA AVENUE,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2024-12-06 00:00:00,Pass,"",0,0,"",MINNEHAHA COUNTY JAIL,,"",4,true,0,0,true,1,4,2, ,0,0,0,5,2,2,1,0,5,"","",""
MI,United States,Monroe,48161,7000 East Dunbar Road,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,Detroit Field Office,DET,Detroit - ERO,(313) 771-6601,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2025-03-13 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/monromi.jpg,0,0,"",MONROE COUNTY DETENTION-DORM,2025-04-03T10:59:47.000000+0000,"",77,false,0,1,true,15,108,50, ,3,1,9,111,105,12,3,3,124,"","",""
NY,"",FONDA,12068,PARK STREET,NY,United States,Buffalo,14202,"250 Delaware Avenue, Floor 7",Upstate New York,Buffalo.Outreach@ice.dhs.gov,Buffalo Field Office,BUF,Buffalo - ERO,(716) 464-5800,USMS CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,United States Marshals Service Contract Detention Facility, , , ,"",0,0,"",MONTGOMERY COUNTY JAIL,,"",2,true,0,0,true,0,3,1, ,0,0,0,3,3,0,0,0,3,"","",""
TX,United States,Conroe,77301,806 HILBIG RD,TX,United States,Houston,77060,126 Northpoint Drive,Southeast Texas,Houston.Outreach@ice.dhs.gov,Houston Field Office,HOU,Houston - ERO,(281) 774-4816,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2024-12-05 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/montgomeryFacility.jpg,0,0,"",MONTGOMERY ICE PROCESSING CENTER,2025-11-04T02:09:47.000000+0000,"",18,true,29,210,true,302,589,679,750,153,65,81,831,315,521,232,62,1130,"","",""
PA,United States,Philipsburg,16866,555 GEO Drive,PA,United States,Philadelphia,19107,114 North 8th Street,"Delaware, Pennsylvania, West Virginia",Philadelphia.Outreach@ice.dhs.gov,Philadelphia Field Office,PHI,Philadelphia - ERO,(215) 656-7164,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,2025-03-06 00:00:00,Pass,https://www.ice.gov/assets/pages/detention/facilities/moshannon.png,0,0,"",MOSHANNON VALLEY PROCESSING CENTER,2025-10-31T07:03:02.000000+0000,"",115,true,25,24,true,548,984,800,800,294,90,90,1107,654,209,395,323,1581,"","",""
IA,"",MUSCATINE,52761,400 WALNUT STREET,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",MUSCATINE COUNTY JAIL,,"",12,true,0,2,true,11,5,9, ,4,2,3,10,8,4,1,5,18,"","",""
WY,United States,Casper,82601,1100 Bruce Lane,CO,United States,Centennial,80111,12445 E. Caley Avenue,"Colorado, Wyoming",Denver.Outreach@ice.dhs.gov,Denver Field Office,DEN,Centennial - ERO,(720) 873-2899,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,OASIP,2025-07-31 00:00:00,Pass,https://www.ice.gov/sites/default/files/2025-09/250926natrona.jpg,0,0,"",NATRONA COUNTY JAIL,2025-10-07T03:27:33.000000+0000,"",18,true,2,1,true,2,15,12, ,1,1,0,18,12,3,2,3,20,"","",""
LA,"",KILLONA,70057,5061 HIGHWAY 3127,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",NELSON COLEMAN CORRECTIONS CENTER,,"",2,false,0,0,true,0,3,2, ,0,0,0,4,2,1,0,0,3,"","",""
NV,United States,Pahrump,89060,2190 EAST MESQUITE AVENUE,UT,United States,West Valley City,84119-6096,2975 Decker Lake Drive Suite 100,"Utah, Idaho, Montana, Nevada",SaltLakeCity.Outreach@ice.dhs.gov,Salt Lake City Field Office,SLC,West Valley City - ERO,(801) 736-1200,USMS CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,United States Marshals Service Contract Detention Facility,Office of Detention Oversight,2025-03-27 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/slc-sncc.jpg,0,0,"",NEVADA SOUTHERN DETENTION CENTER,2025-02-10T13:48:55.000000+0000,"",77,false,0,0,true,220,241,250, ,102,36,59,265,185,124,100,53,461,"","",""
NC,"",CASTLE HAYNE,28429,3950 JUVENILE RD,GA,United States,Atlanta,30303,180 Ted Turner Dr. SW Suite 522,"Georgia, North Carolina, South Carolina",Atlanta.Outreach@ice.dhs.gov,Atlanta Field Office,ATL,Atlanta - ERO,(404) 893-1290,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-08-22 00:00:00,Pass,"",0,0,"",NEW HANOVER COUNTY JAIL,,"",3,true,0,0,true,1,3,1, ,0,0,0,3,1,1,1,0,4,"","",""
NY,"",LOCKPORT,14094,5526 NIAGARA STREET EXTENTION,NY,United States,Buffalo,14202,"250 Delaware Avenue, Floor 7",Upstate New York,Buffalo.Outreach@ice.dhs.gov,Buffalo Field Office,BUF,Buffalo - ERO,(716) 464-5800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",NIAGARA COUNTY JAIL,,"",8,true,0,11,true,0,0,3, ,0,0,0,11,11,0,0,0,11,"","",""
MI,United States,Baldwin,49304,1805 W 32ND ST,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,Detroit Field Office,DET,Detroit - ERO,(313) 771-6601,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility, , , ,https://www.ice.gov/sites/default/files/2025-06/detFacNorthLake.jpg,0,0,"",NORTH LAKE CORRECTIONAL FACILITY,2025-11-18T06:52:21.000000+0000,"",43,true,6,102,true,137,1018,452,1800,39,32,63,1129,1060,97,69,37,1263,"","",""
OH,United States,Youngstown,44505,2240 Hubbard Road,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,Detroit Field Office,DET,Detroit - ERO,(313) 771-6601,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,https://www.ice.gov/sites/default/files/2025-08/detFacNEOCC.jpg,0,0,"",NORTHEAST OHIO CORRECTIONAL CENTER,2025-08-20T04:10:42.000000+0000,"",43,false,0,0,true,52,171,127, ,19,11,6,187,139,39,30,15,223,"","",""
WV,"",MOUNDSVILLE,26041,RD 2 BOX 1,PA,United States,Philadelphia,19107,114 North 8th Street,"Delaware, Pennsylvania, West Virginia",Philadelphia.Outreach@ice.dhs.gov,Philadelphia Field Office,PHI,Philadelphia - ERO,(215) 656-7164,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement, , , ,"",0,0,"",NORTHERN REGIONAL JAIL,,"",9,true,1,2,true,2,21,9, ,0,1,1,23,19,4,2,0,26,"","",""
WA,United States,Tacoma,98421,1623 E J STREET,WA,United States,Seattle,98168,12500 Tukwila International Boulevard,"Alaska, Oregon, Washington",Seattle.Outreach@ice.dhs.gov,Seattle Field Office,SEA,Seattle - ERO,(206) 277-2000,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2025-01-30 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/nwIPC.png,0,0,"",NORTHWEST ICE PROCESSSING CENTER,2025-11-04T09:24:55.000000+0000,"",113,true,37,96,true,433,857,949,1181,250,75,64,1034,647,239,309,228,1423,"","",""
MN,"",CROOKSTON,56716,816 MARIN AVE SUITE 110,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2024-10-03 00:00:00,Pass,"",0,0,"",NORTHWEST REGIONAL CORRECTIONS CENTER,,"",15,true,0,1,true,1,9,5, ,0,0,1,10,3,5,3,0,11,"","",""
VT,"",SWANTON,05488,3649 LOWER NEWTON ROAD,MA,United States,Burlington,01803,1000 District Avenue,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",Boston.Outreach@ice.dhs.gov,Boston Field Office,BOS,Burlington - ERO,(781) 359-7500,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-06-27 00:00:00,Pass,"",0,0,"",NORTHWEST STATE CORRECTIONAL CENTER,,"",8,true,0,0,true,1,11,5, ,1,0,0,11,8,1,2,1,12,"","",""
KY,United States,La Grange,40031,3405 W HWY 146,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2025-06-26 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/oldhamCoDetCenter.png,0,0,"",OLDHAM COUNTY DETENTION CENTER,2025-05-06T04:21:45.000000+0000,(502) 222-3500,25,true,0,0,true,52,71,64, ,12,11,20,81,47,36,26,14,123,"","",""
FL,"",ORLANDO,32839,3855 SOUTH JOHN YOUNG PARKWAY,FL,United States,Miramar,33027,2805 SW 145th Ave,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,Miramar Sub Office,MIA,Miramar - ERO,(954) 843-5800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-08-15 00:00:00,Pass,"",0,0,"",ORANGE COUNTY JAIL,,"",2,true,2,10,true,2,16,8, ,0,0,0,29,11,8,8,2,30,"","",""
NY,United States,Goshen,10924,110 Wells Farm Road,NY,United States,New York,10278,"26 Federal Plaza 9th Floor, Suite 9-110","The five boroughs (counties of NYC) and the following counties: Duchess, Nassau, Putnam, Suffolk, Sullivan, Orange, Rockland, Ulster, and Westchester",NewYork.Outreach@ice.dhs.gov,New York City Field Office,NYC,New York - ERO,(212) 436-9315,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2024-12-12 00:00:00,Pass,https://www.ice.gov/assets/pages/detention/facilities/orangeCoJail.png,0,0,"",ORANGE COUNTY JAIL,2025-10-23T09:43:56.000000+0000,"",37,false,0,0,true,89,79,79, ,29,30,17,92,43,16,60,48,168,"","",""
CA,United States,San Diego,92154,7488 Calzada de la Fuente,CA,United States,San Diego,92101,880 Front Street #2242,San Diego and Imperial County,SanDiego.Outreach@ice.dhs.gov,San Diego Field Office,SND,San Diego - ERO,(619) 436-0410,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2024-11-07 00:00:00,Pass,https://www.ice.gov/assets/pages/detention/facilities/otayMesa.png,0,0,"",OTAY MESA DETENTION CENTER,2025-02-19T13:25:51.000000+0000,"",27,true,20,246,true,248,942,622,750,137,48,78,1194,966,333,88,69,1456,"","",""
NM,United States,Chaparral,88081,26 McGregor Range Road,TX,United States,El Paso,79936,11541 Montana Ave Suite E,"West Texas, New Mexico",ElPaso.Outreach@ice.dhs.gov,El Paso Field Office,ELP,El Paso - ERO,(915) 225-1901,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,2024-11-07 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/otrpcnm.jpg,0,0,"",OTERO COUNTY PROCESSING CENTER,2025-04-14T07:16:06.000000+0000,"",54,true,13,113,true,152,603,423,500,57,38,63,723,638,124,69,50,881,"","",""
